month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,16,,832411.645,714272.911,952513.688,855475.18,747208.75,746265.887,837262.758,871949.481,797687.772,900384.641,827428.664,810880.257,706578.896,788390.87,753164.73,666033.18,865824.576,919179.206,852374.513,745604.277,685703.067,785743.168,855301.023,722855.203,734014.253,574872.179,711318.675,622458.717,715311.697,740154.547,661108.699,701766.077,693861.197,765165.029,695231.552,719022.065,703466.98,573950.419,743615.834
,17,,819276.715,713077.452,948241.013,848052.763,740119.893,736348.768,835624.075,871210.334,799966.312,895698.754,816755.044,814170.816,709997.264,789472.346,747649.76,670367.302,865845.753,922408.442,847996.191,735232.026,669296.322,783237.391,844109.917,726313.616,737916.706,571053.755,712794.44,625532.449,717000.503,748293.435,663937.057,689526.095,687909.518,752608.365,690157.793,721293.303,700356.728,567190.896,741324.46
,18,,814838.658,710864.006,934406.276,844636.348,733910.03,723996.764,824335.956,871305.66,802556.628,889886.886,806579.468,821744.738,711782.802,792017.263,738588.471,680436.13,869344.094,927496.857,840430.737,723667.342,656718.789,776055.981,830023.669,734652.435,741374.121,565168.878,709842.042,626073.011,718747.662,753000.475,666543.229,675534.088,685005.296,745743.74,683454.214,724480.575,694216.046,563014.717,733390.921
,19,,820355.351,707541.239,925741.579,836672.997,732988.284,730037.529,828472.436,868337.407,810236.934,879843.805,801008.009,829261.342,710443.377,794073.367,730418.536,688529.006,868842.058,931333.268,831841.106,724488.14,648209.318,768583.513,810901.674,741514.545,741445.283,561935.396,699722.963,625255.436,719907.04,753016.755,670888.898,665530.86,681617.571,739305.517,682861.126,728547.728,690607.224,556222.323,727994.862
,20,,812443.326,714103.657,924053.925,834595.696,728543.487,729316.796,828652.879,866066.471,815071.237,863939.827,798630.448,834203.345,711439.316,792019.727,728527.759,690746.789,868103.7,934281.052,825144.531,731884.529,642423.417,760013.468,791317.818,743757.469,734490.257,564712.487,699132.458,626570.754,720648.67,747698.62,676654.524,654263.4,672676.646,734424.731,682438.055,734526.955,681821.684,549060.955,725472.283
,21,,801290.911,716832.805,926111.211,834122.307,738209.452,732474.705,815386.742,868812.635,816238.552,853067.764,797593.965,834769.334,712728.152,794853.978,726749.153,693075.673,865239.05,932756.582,814947.539,743852.979,636265.82,753312.386,779527.893,744806.059,727723.743,568825.899,699552.11,627448.226,718886.083,739857.51,679257.556,649637.054,667577.562,732605.638,683413.78,737168.059,674478.673,545385.419,729951.661
,22,,812871.538,721140.583,919318.985,829867.289,744343.088,740454.792,824771.005,868352.933,816522.815,849369.363,792154.789,831819.114,711093.43,799177.936,726295.741,691765.773,859303.988,928317.569,812531.82,755348.588,630820.53,743541.017,766434.839,737947.522,721690.435,571729.151,700648.21,626938.65,714976.61,732317.196,681193.775,646765.426,663894.428,730554.636,689891.795,742120.998,670326.22,546824.943,733652.158
,23,,816326.035,728492.317,918953.814,825899.173,746831.032,743690.915,836276.649,857713.727,820915.593,846251.862,788637.919,827900.986,710103.939,803154.192,729057.181,684561.29,848468.107,926402.791,813929.243,766735.796,624839.05,737263.717,758523.661,718843.276,717739.04,576317.406,695219.571,629464.193,709243.298,728089.572,687029.9,644622.788,656581.653,729606.735,688454.28,746316.266,663810.854,545494.143,739782.861
,24,,803744.551,735144.368,924224.628,826639.176,754674.151,744476.844,816909.231,855370.139,831405.328,839963.507,784050.633,827943.925,714836.595,809456.859,726569.076,678729.062,840608.248,921167.158,818852.409,772550.36,614742.954,734809.571,753904.153,700019.643,715442.814,579273.704,688647.27,630694.098,701369.198,727990.478,687715.879,638146.358,651998.575,729918.381,685023.029,744988.34,662518.745,548203.856,743282.46
,25,,807307.188,739102.306,911260.4,824738.217,751538.517,746256.32,810856.964,823430.665,834738.07,833263.026,776909.732,823221.823,721511.834,815179.749,724741.003,679244.764,836698.867,913461.512,821940.509,776382.987,599304.949,729744.488,751273.368,682451.644,718052.807,582405.812,678503.671,625969.516,691771.287,729553.552,685019.741,634353.234,653343.509,732462.094,683685.258,736901.878,663193.844,551015.08,741096.436
,26,,803215.794,744578.41,901777.709,827000.13,748537.084,749989.218,794469.869,797993.515,838576.297,828851.33,777515.018,824326.294,730024.714,821441.61,729638.774,682899.193,836236.112,904993.666,826785.252,779024.697,588825.973,721206.014,752061.871,663810.605,720058.509,583331.963,674885.246,620732.298,685296.573,737170.125,678986.303,626724.441,655562.677,739710.786,678761.999,729420.87,662161.983,550980.131,734439.789
,27,,786807.296,751989.546,899243.068,829821.569,744543.345,746181.787,769935.038,779914.77,849318.775,823564.558,783204.316,830289.109,737502.856,830019.179,734292.771,687686.794,836213.029,900257.331,828129.093,777140.64,582886.419,711048.139,750382.604,653461.846,719979.905,585209.68,670497.289,619545.896,680309.241,745843.634,676694.243,618983.975,660937.075,749950.14,670258.106,718599.374,659623.319,547163.604,729625.511
,28,,802315.754,746200.343,889752.866,827172.876,740911.557,744191.1,775383.338,751654.498,847373.783,819006.133,787642.205,836718.152,746044.646,839025.094,734157.298,696848.629,833644.357,898425.298,832509.155,775812.563,579481.496,704002.127,747629.762,652517.859,712437.542,591061.308,670863.359,617957.527,682480.89,749900.584,676486.639,612197.485,668807.904,759867.09,672857.984,708791.511,659832.725,544645.553,727330.704
,29,,814182.839,745076.279,891756.589,826699.724,735193.703,742556.998,773987.809,751274.597,844868.275,813336.92,792334.558,839619.878,752204.149,841308.567,735782.378,707421.511,829951.4,892519.078,836854.31,774956.96,580895.422,698568.573,747668.774,653498.197,703023.345,599950.066,674936.635,619907.474,688748.766,755286.285,676843.363,610026.772,671712.253,769049.313,670266.098,704224.899,654504.427,541130.132,725774.916
,30,,817056.787,732359.261,894968.911,814683.953,730156.931,738927.861,762069.549,747136.038,843596.517,811495.633,798376.127,840922.562,752826.993,846191.726,734681.198,716942.245,822494.007,884929.998,840148.842,773053.517,587193.321,694865.379,746240.547,655559.68,688255.093,603925.875,680823.305,628797.308,696439.052,764395.74,675475.953,610972.143,674156.81,780194.523,668603.046,706394.825,649944.216,534434.927,728266.589
,31,,828068.678,720773.582,888159.502,806263.952,730716.76,727122.908,762256.484,748434.087,842268.4,810928.464,802874.289,840300.004,751247.894,847186.89,729722.839,716771.111,809182.951,874237.47,843716.836,770257.832,586660.272,696423.504,743032.922,657778.504,676050.961,605741.821,683690.793,640303.921,709411.471,768604.12,677701.948,610502.394,675572.776,786567.767,664439.114,706035.641,644767.229,532212.385,724951.929
June,1,,815795.186,719000.238,885152.36,803086.053,727797.207,721400.899,744460.554,750772.491,828754.644,805094.132,810646.709,833449.81,748412.731,842463.639,722322.929,714195.685,795668.307,861645.471,847868.507,768946.885,584823.154,700392.191,745092.256,657007.365,666183.105,606029.684,687658.366,647948.013,721069.285,771973.524,679827.345,610807.533,674505.144,789412.474,657863.866,707350.957,640493.187,532265.315,716588.351
,2,,807026.444,711189.389,885464.663,793691.334,727308.834,705740.087,723550.863,752891.295,821390.067,796763.165,818715.97,826316.483,742640.403,839013.711,718611.947,707910.186,790219.236,846071.191,852433.273,769501.732,583287.718,702753.286,753891.789,653767.686,660100.985,605345.905,694390.754,652859.371,727411.348,778053.429,672751.45,607709.716,671949.4,790763.252,651941.798,708050.208,635830.687,531359.172,711295.702
,3,,805480.346,708628.702,880314.977,784023.949,729084.253,688965.732,718825.349,754079.544,806822.156,793001.891,824601.309,823498.564,741456.116,837132.818,718796.396,698333.664,789494.274,836181.977,858145.384,769212.247,581348.405,701915.652,760631.064,650115.459,656709.152,600517.917,696741.599,654461.511,729988.514,782503.485,670508.604,607141.521,676112.805,791345.489,647500.513,707533.323,635698.971,533496.809,703182.768
,4,,796818.177,709480.44,881601.343,780709.718,732062.59,684657.422,709121.508,745703.625,789706.733,788840.013,830555.794,824303.563,745844.275,835793.767,724677.785,685498.796,787735.004,827738.007,855726.872,768441.966,575728.295,703146.666,768319.062,647754.455,661184.735,597697.397,693490.136,657250.605,728946.935,774498.225,670698.369,605441.597,681869.954,789239.25,642349.953,701019.759,636071.409,537136.561,691212.148
,5,,793935.057,707809.302,885131.672,772127.622,732175.676,675229.633,707357.443,743040.346,778489.138,786604.847,838174.791,824842.549,744558.76,832797.256,730203.17,679130.266,788089.392,820844.183,857235.066,765226.945,580823.192,704493.622,771432.844,642701.99,665921.641,593565.364,693008.63,657862.617,720088.506,761250.347,668318.575,608361.652,687018.842,788094.211,646875.665,695785.034,639431.848,536222.688,686484.812
,6,,795278.484,703987.177,883186.228,759826.306,728775.231,682352.95,706601.817,737862.237,766870.141,791941.373,847514.347,829059.254,744171.699,831540.208,733664.566,675703.531,789800.304,818664.811,855583.139,764580.186,590290.09,707095.319,772436.053,642644.303,666679.144,589701.7,691764.289,661080.384,713679.478,747030.798,661989.924,609527.344,696689.109,784310.485,653593.782,689532.488,644842.945,533506.605,688841.88
,7,,793794.883,698699.357,881734.708,754407.459,729996.803,686320.195,708964.962,728228.904,761662.305,801398.022,853582.438,830191.603,742655.052,828696.002,736285.019,674795.335,787385.162,810386.006,845843.857,762094.697,598328.597,709032.054,771158.698,642023.906,667636.117,586974.047,688090.846,666703.296,706805.403,731529.1,661975.66,616712.799,704852.706,775384.913,657133.135,684420.39,655462.759,529772.773,686293.505
,8,,789498.249,696295.372,879201.544,749266.599,731303.059,687920.883,708760.282,723340.242,753650.291,809348.224,858820.809,820431.112,735033.786,829667.273,735626.485,675300.334,785623.39,799424.142,838588.201,759641.258,603062.062,713346.243,769768.77,644437.042,666050.092,587610.169,685284.826,666442.751,702706.668,709459.062,660247.372,621503.517,707060.697,763806.47,667767.168,682672.559,665876.077,523548.918,682075.687
,9,,788500.261,703505.771,876715.28,741238.682,727944.957,693860.924,710525.097,720534.47,750977.568,808108.935,860933.567,809818.408,724900.375,830027.43,729445.36,679190.567,786595.812,792780.266,836519.299,761514.724,610684.377,717930.69,766382.883,640374.003,660463.609,591222.414,687224.56,663097.034,704381.481,697392.845,657168.239,626473.824,706218.362,752805.93,679776.402,682802.165,674322.726,518262.015,676392.084
,10,,788665.983,703025.144,869425.656,734376.308,724257.398,695420.503,713872.989,717222.517,748439.379,811824.566,859963.964,803505.758,718952.586,828423.616,722943.733,683715.034,791918.24,786843.063,828036.716,765623.083,610265.297,720096.049,766533.419,639121.424,651628.139,595483.015,689099.158,660487.17,705695.276,692668.267,653955.955,624235.093,705590.555,740433.24,684571.805,679358.484,681206.678,515044.206,669059.999
,11,,778175.071,706049.163,864490.814,740246.47,725398.926,694830.962,708741.691,712080.766,754539.277,816907.406,850388.106,798165.711,705670.76,830196.926,720563.373,685221.374,801756.263,776258.151,817957.077,771327.956,602786.391,722811.551,764673.428,633049.399,646997.36,599444.769,692776.712,658739.202,704943.603,692264.076,656898.788,622300.536,697439.898,729994.404,684856.674,679544.951,686348.493,510644.776,657557.239
,12,,771848.766,715011.886,873576.648,738584.822,710896.598,703821.754,706266.912,704708.79,756185.599,815739.155,846709.463,793097.25,692593.055,831864.812,717192.482,685670.398,811938.982,767565.291,811622.433,775188.705,597893.298,724173.389,758998.143,630427.568,641417.271,602661.09,697969.774,647209.794,707150.613,690510.012,657568.705,617211.631,687138.396,724804.686,687113.134,680438.106,687579.36,511034.86,648777.002
,13,,765674.738,707078.744,873297.363,741886.142,699387.111,710171.5,703537.054,700281.726,761028.797,815655.411,843376.282,795225.396,680773.29,832177.683,717556.582,684056.882,817134.068,761658.992,801441.562,779316.04,593289.248,726619.498,752476.075,623065.426,638124.288,601189.508,701726.665,640207.742,713735.291,694253.217,654748.765,615914.703,680520.517,721336.287,687326.124,672899.33,683889.644,508871.556,646895.797
,14,,755259.965,701654.832,874408.421,750237.789,698436.698,704785.71,698278.217,690459.612,768727.134,822691.401,843444.228,793851.324,667220.733,826541.798,721502.143,682507.571,820167.506,752289.69,796966.555,781684.978,590821.69,725101.295,742494.283,622343.561,638617.677,592673.629,704893.784,635269.419,718613.326,697452.597,649537.672,611413.427,673472.126,719999.553,686676.077,670152.707,680151.074,504120.538,648914.669
,15,,748385.498,701407.022,884189.426,752031,689213.907,707908.734,696262.556,680390.112,764036.455,819559.968,843132.909,788252.638,648520.477,826125.65,722640.016,675612.245,822961.041,743303.865,786817.144,782768.08,586606.554,724644.28,734270.878,624968.793,639554.638,582907.703,702366.286,628113.645,720830.646,697477.673,649160.88,610897.555,664891.418,721256.682,687118.75,669876.612,676074.656,500568.256,651489.398
,16,,743981.623,696061.933,871362.345,752053.103,684352.895,708446.911,695154.287,679347.634,762685.146,813822.539,843842.234,780337.584,640829.332,822423.328,721631.711,669122.008,821970.388,735201.785,777690.589,782852.411,580514.341,726263.617,724602.861,627910.486,637149.057,576530.084,697650.806,617128.383,723241.439,693921.022,638940.636,608539.873,656967.52,721033.297,693418.926,664917.556,667927.166,497121.922,654490.264
,17,,745094.582,683753.344,861169.36,762268.283,685583.372,701768.698,696057.365,674039.032,756805.829,817914.734,844591.453,770885.655,636729.252,817544.076,721214.589,659924.999,820708.169,727893.364,764273.733,782981.723,570041.196,730915.534,714854.461,629298.629,639156.51,566507.905,691603.16,613886.72,720725.558,695115.478,624697.428,613979.736,653245.76,724552.04,697315.771,658103.286,655670.018,493514.53,655241.096
,18,,740978.532,680023.786,867354.371,769158.033,682278.485,696728.099,695047.379,694207.038,749851.148,813316.483,847127.468,751997.17,634779.458,814137.321,721951.34,658015.732,816468.062,724205.346,749943.434,777340.536,556984.511,729279.248,702964.273,630335.153,639469.721,555581.725,687171.21,612855.494,711300.206,693664.645,613825.235,606479.235,648862.861,730203.742,697535.02,652510.904,648250.953,489143.076,653045.973
,19,,733644.733,659848.088,862716.288,764730.107,675149.792,698085.084,690565.389,705902.865,752134.59,799349.875,850264.42,734817.891,636265.329,818524.093,716902.16,650843.554,808802.16,724163.986,732347.563,774023.877,544460.967,727161.66,697824.297,625987.933,636857.439,550318.078,681053.108,610561.652,701093.418,689531.107,604597.358,598311.269,645131.651,736919.696,693162.039,642004.256,641431.946,479724.12,647741.261
,20,,733148.818,639316.431,869096.102,769286.45,667438.764,686540.381,689732.466,713937.719,750874.335,785887.483,849710.635,716411.424,644061.076,818419.817,714665.302,642927.294,795819.218,733374.402,720609.958,771346.389,538862.916,725507.847,689177.04,619160.49,632010.226,546841.65,673280.45,608542.078,695280.52,685195.42,586744.377,582445.931,643266.574,739234.21,688810.892,631252.929,634844.718,465676.825,642425.03
,21,,727851.301,643891.051,880790.062,766046.249,663842.71,675048.939,685277.352,732275.24,736958.332,773455.872,853709.166,703964.167,645527.377,813261.05,715411.413,633139.626,780705.667,735671.895,708354.337,764331.905,539063.576,722454.179,683574.054,613586.078,633352.341,540551.266,661305.659,606458.267,690012.728,677695.88,573975.228,576243.131,643095.53,744590.517,682004.525,619890.691,632805.491,447793.244,637151.217
,22,,718116.702,636268.493,876191.304,757720.052,663185.585,678406.016,678984.267,734424.329,732913.9,751835.565,855395.101,694635.238,650504.076,807564.311,713861.24,624507.93,764978.601,737080.637,702210.491,754601.083,529229.458,719285.604,679860.326,612557.927,630949.953,538783.372,650222.899,603932.816,685714.244,669026.314,562403.45,565496.4,645883.46,744814.069,676254.333,604612.146,634507.834,430515.606,634007.574
,23,,694987.496,636146.646,874424.76,759879.142,656944.021,674285.573,688134.262,734364.968,737981.718,735733.847,853896.003,693449.296,651574.175,805235.517,710042.076,609599.765,753938.903,736446,700909.974,746677.126,526452.297,719687.82,677134.371,617678.678,628624.673,542245.875,640331.6,603939.762,681525.716,658327.391,549149.571,560092.038,645020.989,745412.773,670723.362,591012.326,633884.606,415240.478,629155.407
,24,,682992.677,644471.622,874294.166,761881.586,653142.328,677230.783,691400.688,738099.113,728621.84,726430.867,854435.265,692669.429,653165.977,794284.803,709904.304,598993.755,747292.288,732508.218,696871.421,735172.714,522384.206,727900.688,674683.037,625891.481,624525.615,540700.451,627634.411,602359.56,677216.578,650142.229,537758.094,554693.654,645236.742,743784.758,663947.672,573490.24,634478.886,404341.28,624936.535
,25,,671306.545,637021.881,870513.384,759475.422,653705.139,684120.686,691186.698,742144.956,722999.542,723905.968,845645.627,691497.957,654691.514,777818.627,712626.138,591867.721,747527.503,716734.956,694212.15,717668.918,517513.346,729815.82,670348.628,632657.171,623738.762,538010.157,618543.683,595858.906,667981.103,640374.711,531616.848,557365.91,644003.181,742848.695,655279.228,558596.373,636558.146,392032.748,619398.467
,26,,648331.684,629012.676,872674.58,759430.209,661573.854,686477.728,698596.485,748189.935,729936.15,709942.166,836842.936,685233.001,664637.168,764879.461,712835.707,587484.066,747753.01,702657.467,692874.411,701494.051,509873.938,727395.472,667866.008,635144.516,616515.831,541858.543,617635.2,589551.201,660896.039,631100.026,524136.475,552116.613,641074.787,740718.363,647624.518,546561.613,636285.475,390033.766,619043.327
,27,,647147.304,613085.529,875514.976,761500.102,661425.114,687156.508,690873.097,752923.65,700289.747,696727.533,826670.5,680249.908,660541.625,755273.619,711207.171,585784.746,747178.799,687797.219,695298.963,688584.896,516173.688,725144.389,663279.311,631615.876,605481.025,538865.661,610902.884,581970.933,648578.938,615031.476,521388.441,543404.191,634994.288,738110.118,636677.956,537718.339,636135.572,384665.333,617773.387
,28,,646356.414,601676.818,852907.991,760151.492,659864.435,690812.993,683092.52,740554.463,676375.945,689942.758,820827.942,676760.749,651980.928,741157.477,710011.336,587027.652,739835.212,679895.864,691877.079,678957.129,514757.714,720114.741,659394.358,629729.687,593793.445,530691.074,600657.639,571141.432,636773.335,595839.5,514807.082,531615.353,633129.804,732495.94,617771.267,531070.472,632763.772,378241.789,
,29,,652468.313,595311.231,842345.497,765135.501,667027.181,694658.889,678422.944,738047.993,672337.637,684508.242,810090.393,673386.794,642903.043,728677.56,707219.549,585571.633,735825.526,667597.176,691271.744,670245.989,513674.737,708529.523,652629.655,629725.88,582607.544,525823.649,595804.554,563873.673,626458.801,576385.341,511383.812,522543.914,630449.615,726286.946,593201.484,528791.431,626249.443,374407.183,
,30,,654735.328,581905.647,841702.114,770371.705,656992.17,691394.069,672255.056,726901.911,652628.983,674581.818,814168.759,671604.619,638590.316,718420.404,699609.591,583388.745,731171.947,661060.052,691048.78,668567.751,509964.379,702233.924,650873.96,629226.625,570207.025,524781.287,590403.201,559478.498,617776.505,557069.849,509831.745,513754.595,631777.455,716081.393,565937.477,524770.218,614212.347,371323.706,
July,1,,650870.353,578685.289,824054.685,765667.017,646832.613,691495.197,661029.913,710212.919,644120.33,673559.705,815630.032,669344.605,615321.792,710711.891,690929.919,585810.041,722057.727,654987.779,692322.624,665442.353,504325.941,699484.359,651402.74,625699.516,562470.72,517750.46,579822.829,551060.876,606052.737,537522.328,499756.71,502497.102,635354.907,700290.577,537688.642,518470.876,607122.635,364338.267,
,2,,653916.257,577412.315,818885.245,765680.581,635310.686,683492.562,653831.71,710748.474,645682.023,677429.659,816001.681,665459.798,600560.472,700246.508,687800.291,584631.197,710455.065,652979.854,692147.158,666391.516,498087.922,695654.861,648963.85,619967.772,560562.838,512586.36,572021.228,541980.747,598666.91,526616.734,486862.441,491673.867,637836.605,680540.671,512143.248,512996.396,602474.784,358734.31,
,3,,640983.897,572419.741,824480.858,759930.488,624594.491,676175.861,624665.414,708214.666,641101.476,681335.155,816763.88,660652.721,590324.963,689370.861,681210.036,580212.443,709761.394,643589.961,689302.666,667363.895,494749.209,693623.38,641592.222,604876.168,557541.249,506296.05,569258.191,534533.508,592659.127,521426.019,479219.871,484870.688,633752.084,667389.803,493994.34,504670.776,603048.6,356965.058,
,4,,629129.79,567339.583,813142.997,752343.972,602332.684,655357.722,602456.226,707683.282,629521.704,679729.302,817954.818,659164.216,578690.018,687345.17,676234.892,578254.738,709264.859,637251.779,685786.532,665320.356,489944.148,691792.94,632388.66,587235.757,554915.433,498828.575,563594.258,523663,585776.75,515414.403,467809.922,476844.775,628001.752,649368.262,481399.54,498490.991,601322.714,354121.505,
,5,,621870.254,561628.487,799506.821,751687.705,585037.952,640604.37,585357.766,709220.051,624827.731,669808.11,814709.314,658334.559,557717.287,692572.349,670007.582,579055.194,702899.271,626622.023,681502.501,662100.541,482220.167,689581.453,618158.649,567006.933,552246.718,491026.635,558973.862,511698.835,577800.984,511179.889,454166.077,469073.174,621790.32,631264.436,467987.776,493606.5,602437.917,353547.448,
,6,,611235.18,556320.445,795360.567,749402.737,571907.157,636706.647,558746.835,712455.706,623690.085,649394.823,815228.89,655078.593,547477.574,694838.715,663185.749,576354.11,686063.637,622593.948,669155.91,662933.667,476004.753,686034.876,596367.07,550843.752,546533.792,484360.837,553997.304,503084.06,568044.511,510866.149,452751.198,462295.687,616169.914,613508.973,449585.923,488248.775,598072.503,354274.764,
,7,,605159.652,557684.803,788767.667,738346.469,551727.32,621316.325,546498.844,712773.766,608606.265,628643.079,818120.457,647712.712,538304.386,699663.006,654160.508,576586.624,668394.753,615838.226,653777.509,660104.091,465046.886,684494.63,580183.076,540048.87,538817.21,477501.026,547877.247,499128.985,560390.591,506546.801,453504.05,455713.394,613883.92,598928.525,426526.679,479969.873,593788.86,353640.032,
,8,,600179.889,555309.908,770364.882,733304.553,557277.467,636830.356,536581.855,700962.174,596939.207,608299.803,819315.256,635869.847,531660.285,703215.623,648063.764,578032.895,645043.151,611945.072,642676.045,659131.441,461926.566,682122.504,568548.455,525730.517,531241.791,472320.819,541314.27,496063.01,549252.175,505000.727,454811.399,451554.579,612331.834,579385.667,413859.544,467120.649,584556.318,346787.751,
,9,,595672.094,559423.041,760313.685,722485.452,557011.665,648384.811,519071.571,698133.003,594028.067,594497.16,820069.668,625810.556,523507.918,698696.943,640633.193,576357.174,620528.904,609215.31,631942.751,661349.742,451458.301,679129.149,560644.512,515216.258,520858.778,465386.546,533730.319,492297.448,539595.308,505038.013,454777.657,448859.144,607889.264,567007.194,400934.453,459207.647,572702.509,341547.009,
,10,,589832.55,564031.415,757227.316,708540.593,555121.839,652450.952,503026.934,695614.515,583322.208,586900.475,809656.384,610221.578,517112.269,692007.366,634724.095,572897.258,594086.162,608962.648,624719.522,658046.665,446247.592,672197.69,552587.28,507950.729,513943.947,460886.87,524914.55,493868.268,532692.032,506457.554,453710.841,441044.612,603958.393,559268.944,390765.292,446780.689,559743.853,336090.736,
,11,,582889.352,555317.963,742306.946,704124.133,559859.975,664220.827,502007.887,683958.265,566985.692,591775.555,798480.233,602021.343,520336.291,689589.827,629755.581,570403.301,581168.969,602323.879,621313.521,652493.504,440207.257,665980.003,545397.149,492429.544,507170.9,454646.472,515550.332,494889.987,526285.052,502917.365,448102.152,436029.383,598881.992,550704.879,388493.445,439525.3,545063.666,330319.661,
,12,,577829.73,552770.185,734055.88,698069.233,568674.95,622961.502,492010.399,656103.005,561259.226,594891.237,778400.673,596985.086,511992.848,685443.225,621790.903,565745.715,573238.063,598323.622,619344.687,644533.377,433500.4,656525.208,530055.547,472301.118,500440.08,449826.989,510752.257,491563.422,518483.162,498918.568,442063.901,429474.299,589545.079,542992.612,389739.249,437042.76,526397.932,322109.502,
,13,,564497.114,551897.061,734304.164,696538.014,568823.544,600513.044,479223.89,645485.013,551371.294,585448.889,758276.556,596504.841,502056.033,682699.876,614212.644,559812.454,569215.215,591897.485,616560.56,633381.853,420791.441,643524.891,515910.798,457563.33,492402.118,445617.244,502681.72,488706.644,513582.465,496008.968,434448.13,422299.477,583429.188,532975.491,376537.113,442853.205,510703.59,316899.587,
,14,,553417.419,544020.938,739273.795,694383.395,571816.004,585950.357,476810.333,611369.072,532954.046,577970.574,730989.155,589325.13,496537.549,682244.728,607130.14,556148.597,561004.315,586327.957,617294.836,619539.838,415926.722,632199.321,501124.007,430161.821,486853.562,439223.559,498558.832,484214.952,507165.282,488595.303,427125.539,415153.175,586846.15,522892.886,369469.598,439972.286,506632.139,313454.402,
,15,,532290.505,549070.518,733383.404,683925.873,582052.913,548633.919,452506.583,571764.838,526825.681,566857.012,715060.259,582628.658,484233.394,679078.992,601474.146,547532.217,558915.696,580109.74,612826.841,612921.314,413301.303,626528.537,489441.444,401098.19,477617.58,429984.155,497418.367,475404.682,499240.185,477275.832,418673.997,413811.225,588962.102,515573.2,368311.664,435286.319,506572.408,308184.51,
,16,,513934.28,554660.248,741929.726,678243.202,565404.932,554543.542,428774.978,556244.272,523082.191,555721.935,693328.121,574684.009,468413.086,667669.804,597484.411,533789.62,558718.025,574821.317,613259.975,603766.529,399833.305,614059.832,475502.906,374862.995,465176.621,420111.546,502499.376,467191.34,491014.589,471209.132,411820.929,411104.061,591932.891,513405.794,360032.823,425284.841,508600.891,303339.616,
,17,,521707.129,542696.081,754117.715,662986.863,554954.948,561593.886,418465.71,534170.165,517141.821,544400.442,677657.929,564149.577,461414.726,656257.537,594405.475,520174.803,560671.256,570076.248,612856.047,600586.582,388093.512,604325.995,463363.724,350323.54,456490.451,408602.747,501483.998,462686.31,485132.839,468271.108,399733.971,408448.95,592130.956,509307.145,355410.41,419707.844,513405.768,300756.792,
,18,,513644.753,538968.714,746336.86,647742.508,547747.391,533428.788,400873.129,524134.988,509915.017,540754.714,662977.905,554193.791,448659.186,646828.921,591573.583,512409.501,555689.116,562920.433,608353.553,599740.196,377016.664,589103.997,448361.066,328159.804,443405.994,395462.239,497644.484,455650.111,481403.176,460279.14,395521.72,405128.73,591077.378,507633.897,351696.492,410328.612,513715.555,297857.628,
,19,,496486.976,529759.2,744898.761,645933.781,532720.623,521730.69,398886.105,514633.887,506824.706,534021.344,657179.015,545537.795,435983.057,636988.14,587315.558,504017.797,551241.41,552020.042,595401.313,599406.498,365993.932,575624.681,437408.656,306713.422,435807.602,386595.953,494117.756,451256.414,479313.231,456303.076,393267.085,401135.93,583322.607,503094.608,343129.674,404813.297,502836.704,289944.422,
,20,,499712.125,515053.96,730838.55,637395.257,517697.891,518230.929,396379.616,500307.244,502952.583,531377.819,645501.245,535072.406,437311.313,629225.303,584491.971,500561.686,542629.168,543038.451,584827.671,593302.971,353123.195,555788.884,426012.624,289292.347,422577.531,372915.215,489267.035,451210.691,477916.483,455781.985,396637.179,395761.605,575936.961,493595.703,328854.743,404461.263,488898.155,287981.945,
,21,,495717.7,527154.269,716746.64,645026.968,510492.352,494164.999,387444.452,487859.296,498688.148,526241.347,637995.246,521880.667,436337.14,626886.102,582170.37,498320.065,534797.412,535866.397,575661.225,586545.156,354528.856,545163.222,418973.859,280520.977,411965.584,359829.607,476127.966,451951.14,474168.531,446574.919,395532.498,388551.005,560230.373,483292.241,314055.486,404328.117,475501.938,285929.1,
,22,,474950.135,531347.53,724926.204,651303.359,496142.563,488784.077,382243.091,480310.205,495401.682,518869.433,631762.923,513699.328,428969.118,625737.051,582441.474,496079.064,525916.463,525116.05,567035.476,572508.47,354808.394,524749.421,413004.434,272365.196,395768.89,350630.012,468751.195,447985.92,470145.326,434559.738,392949.702,380325.831,546476.273,475070.068,300964.488,385917.323,462410.914,284623.944,
,23,,467986.945,512694.763,722001.731,651866.231,477547.707,494626.82,384031.615,468432.992,504051.533,509234.711,616523.183,505275.208,426712.589,620898.431,579827.126,490924.709,520304.365,507561.523,557782.817,554096.235,352263.65,517468.572,403948.531,266643.787,387648.378,341066.817,463204.009,443163.893,465130.494,429842.821,381240.703,374208.505,534720.053,462824.068,290099.519,382440.177,452953.378,284190.961,
,24,,470894.707,513372.059,701498.51,656641.183,486758.155,481139.088,378591.394,446555.009,505755.257,502863.505,598826.011,491149.162,422280.96,621742.693,579863.557,485731.969,514838.227,502452.106,555271.367,538674.801,350694.707,507924.718,387621.412,265289.962,377140.742,328182.47,456535.06,436120.48,456806.602,421678.485,366686.623,367880.369,521919.445,455493.696,282353.423,371653.617,449845.107,287176.168,
